doc_title,sub_doc_id,sentence_num,entry_type,reg_sent,sim_sent
אמנת האום זכויות אנשים עם מוגבלויות,7,79,2,• כבוד לשונות: קבלה של אנשים עם מוגבלות כחלק מן האנושות שהיא רב-גונית.\n,"עקרון הכבוד לשונות: כל אדם הוא מיוחד ושונה מהאנשים האחרים – זאת שונות. כלומר, גם אם אנחנו שונים, אנחנו חלק מהחברה. אנשים עם מוגבלות ואנשים בלי מוגבלות הם חלק מהחברה. אנחנו צריכים לכבד כל אדם, גם אם הוא שונה מאיתנו. אנחנו צריכים לקבל אנשים עם מוגבלות כמו שהם כי הם חלק מהחברה.\n"
אמנת האום זכויות אנשים עם מוגבלויות,7,80,2,"• שוויון הזדמנויות: כדי ליצור שוויון הזדמנויות, יש לפעול להסרת חסמים העומדים בפני אנשים עם מוגבלות.\n","עקרון שוויון הזדמנויות: שוויון הזדמנויות זה כשלכל אדם יש אותן אפשרויות להצליח כמו לאנשים אחרים. כלומר, אדם עם מוגבלות יכול להצליח כמו כל אדם אחר אם החברה תסיר (תסלק) את החסמים (דברים שמפריעים). כך לכולם תהיה הזדמנות שווה.\n"
אמנת האום זכויות אנשים עם מוגבלויות,7,81,2,• נגישות: יש לפעול כדי שלאנשים עם מוגבלות תהיה גישה למקומות ולשירותים הפתוחים לציבור באופן שווה לאנשים אחרים. \n,"קרון נגישות: נגישות זה לתת לאדם עם מוגבלות את התנאים שהוא צריך כדי לעשות דברים כמו כל אדם אחר. כלומר, צריך לפעול (לעשות דברים) כדי שאנשים עם מוגבלות יוכלו להגיע לכל מקום כמו אנשים אחרים. צריך לפעול (לעשות דברים) כדי שאנשים עם מוגבלות יקבלו שירותים כמו אנשים אחרים.\n"
אמנת האום זכויות אנשים עם מוגבלויות,7,82,2,יש להתאים מקומות ושירותים אלה לצורכיהם.\n,"צריך לתת לאנשים עם מוגבלות את ההתאמות שהם צריכים כדי שהם יוכלו לעשות דברים. התאמות אלה דברים שעוזרים לאדם להשתלב (להשתתף בדברים) בסביבה בצורה טובה. לדוגמה, רמפות, כתוביות לסרטים, שימוש בשפה פשוטה.\n"
אמנת האום זכויות אנשים עם מוגבלויות,7,83,2,• שוויון בין המינים: יש לפעול לקידום זכויותיהם של גברים ושל נשים עם מוגבלות כאחד.\n,עקרון שוויון בין המינים: שוויון בין המינים זה להתייחס באותה צורה לנשים ולגברים. צריך לקדם את הזכויות של נשים ושל גברים עם מוגבלות באופן שווה.\n
אמנת האום זכויות אנשים עם מוגבלויות,7,84,2,"• כבוד לילדים עם מוגבלות, ליכולותיהם שהולכות ומתפתחות עם השנים, ולזכותם לשמר את זהותם.\n","עקרון כבוד לילדים: כבוד לילדים זה להתייחס לילדים בצורה טובה. כבוד לילדים זה להתחשב במה שהילדים חושבים, רוצים ואומרים. צריך לכבד את היכולות של ילדים עם מוגבלות. צריך לכבד את הזכות של ילדים עם מוגבלות לדבר בשם עצמם. צריך לכבד את הזכות של ילדים עם מוגבלות להיות כמו שהם.\n"
אמנת האום זכויות אנשים עם מוגבלויות,8,85,1,1.ז מה המדינה צריכה לעשות כדי ליישם את האמנה (סעיף 4)\n,4.א מה המדינה צריכה לעשות כדי לקיים את האמנה?\n
אמנת האום זכויות אנשים עם מוגבלויות,8,86,2,"עם חתימתה על האמנה, המדינה התחייבה לפעול למימוש מלא של כל זכויות האדם עבור כל אדם עם מוגבלות, בכל האמצעים הראויים. \n","המדינה חתמה על האמנה של האו""ם לזכויות אנשים עם מוגבלות. בכך המדינה התחייבה לפעול בכל הדרכים המתאימות כדי שכל זכויות האדם של אנשים עם מוגבלות יתקיימו.\n"
אמנת האום זכויות אנשים עם מוגבלויות,8,87,1,בין היתר:\n,"בין שאר הדברים, המדינה התחייבה:\n"
אמנת האום זכויות אנשים עם מוגבלויות,8,88,5,"• לבטל חוקים, תקנות ונוהגים מפלים.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,8,89,5,"• לחוקק חוקים, לקבוע מדיניות ולכתוב נהלים מתאימים ליישום הזכויות שהוכרו באמנה.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,8,90,1,• להגן על זכויות אנשים עם מוגבלות בקביעת כל מדיניות או תכנית.\n,• להגן על זכויות אנשים עם מוגבלות בכל תכנית או החלטה על מדיניות (דרך פעולה).\n
אמנת האום זכויות אנשים עם מוגבלויות,8,91,1,• להבטיח כי רשויות המדינה ומוסדות ציבור יפעלו בהתאם לאמנה.\n,• להבטיח שהמוסדות של המדינה והמוסדות הציבוריים יפעלו בהתאם לאמנה.\n
אמנת האום זכויות אנשים עם מוגבלויות,8,92,1,"• לשים סוף להפליה בשל מוגבלות מצד כל אדם, ארגון או עסק פרטי.\n",• להפסיק את ההפליה נגד אנשים עם מוגבלות.\n
אמנת האום זכויות אנשים עם מוגבלויות,8,93,5,"• לעודד וליזום מחקר ופיתוח של מוצרים, שירותים, ציוד ומתקנים בעיצוב אוניברסלי. לדאוג שהם יהיו זמינים ולעודד את השימוש בהם. לכלול עיצוב אוניברסלי בפיתוח תקנים והנחיות.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,8,94,5,"• לעודד פיתוח של טכנולוגיות חדשות המתאימות לאנשים עם מוגבלות, כגון טכנולוגיות מידע ותקשורת או עזרי ניידות. לדאוג לכך שטכנולוגיות ועזרים אלו יהיו זמינים ומחירם סביר.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,8,95,2,"• לספק מידע נגיש על עזרי ניידות וטכנולוגיה מסייעת לאנשים עם מוגבלות, על שירותי תמיכה ועל אפשרויות סיוע נוספות.\n","• לתת מידע נגיש על עזרים לניידות (מעבר ממקום למקום) ועל טכנולוגיה מסייעת (לדוגמה, לוח תקשורת לאנשים שלא יכולים לדבר או מערכת הגברה לליקויי שמיעה). • לתת מידע נגיש על שירותי תמיכה ועל אפשרויות נוספות לקבל עזרה.\n"
אמנת האום זכויות אנשים עם מוגבלויות,8,96,1,"• לקדם הדרכה של אנשי מקצוע ואנשי צוות שעובדים עם אנשים עם מוגבלות בנושא הזכויות המוכרות באמנה, כדי לשפר את מתן הסיוע והשירות בהתאם למובטח באמנה.\n","• לקדם הדרכה של אנשי מקצוע ואנשי צוות שעובדים עם אנשים עם מוגבלות בנושא הזכויות באמנה, כדי לשפר את השירות כמו שכתוב באמנה.\n"
אמנת האום זכויות אנשים עם מוגבלויות,8,97,5,"• המדינה תפנה את מירב התקציבים וכוח האדם שביכולתה לתת למימוש הזכויות הכלכליות, החברתיות והתרבותיות של אנשים עם מוגבלות. המדינה תיעזר בסיוע בין-לאומי לפי הצורך. המדינה תפעל בתהליך מדורג, כדי לממש את הזכויות באופן מלא.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,8,98,3,"• המדינה תתייעץ עם אנשים עם מוגבלות ותערב אותם באופן פעיל בתהליכי קבלת החלטות בנושאים הקשורים אליהם. הדבר נכון במיוחד בעת גיבוש חקיקה ומדיניות ליישום האמנה. על המדינה לשתף בתהליכים אלו ארגונים של אנשים עם מוגבלות וילדים עם מוגבלות, כאשר הדבר רלוונטי.\n",• להתייעץ עם אנשים עם מוגבלות ולערב אותם באופן פעיל בקבלת החלטות בנושאים שקשורים אליהם.\n
אמנת האום זכויות אנשים עם מוגבלויות,8,99,5,• האמנה אינה פוגעת בזכויות או בחירויות של אנשים עם מוגבלות שכבר קיימות במדינה.\n,\n
אמנת האום זכויות אנשים עם מוגבלויות,9,100,3,1.ח. מעמד האמנה בישראל והקשר בינה לבין חוק השוויון\n,4.ג מעמד האמנה בישראל והקשר בינה לבין חוק השוויון\n
אמנת האום זכויות אנשים עם מוגבלויות,9,101,3,"רוב דרישות האמנה קיימות בחקיקה הישראלית. חוק שוויון זכויות לאנשים עם מוגבלות נחקק בישראל בשנת 1998 , וחוקים אחרים בישראל מחייבים את רוב הדרישות של האמנה.\n",רוב הדרישות של האמנה מופיעות בחוקים בישראל - בחוק שוויון זכויות לאנשים עם מוגבלות (1998) ובחוקים אחרים בישראל.\n
אמנת האום זכויות אנשים עם מוגבלויות,9,102,1,"חוק שוויון זכויות לאנשים עם מוגבלות אוסר הפליה במקומות עבודה, בשירותי המסחר ובשירותי הממשלה ויתר הרשויות הציבוריות.\n","לפי חוק שוויון זכויות לאנשים עם מוגבלות: • אסור להפלות אנשים עם מוגבלות במקומות עבודה, בשירותי המסחר (קנייה ומכירה) ובשירותי הממשלה ובעוד ארגונים ציבוריים.\n"
